1780,kpv_izva/kpv_izva19580000CypanovDM.eaf,DIC-M-19XX,-мӧд
4133,kpv_izva/kpv_izva20000321ChuprovII.eaf,VVF-F-1957,-ха
2430,kpv_izva/kpv_izva20000321ChuprovII.eaf,IIC-M-1937,(таессе
4422,kpv_izva/kpv_izva20090222SaamiKomi_Video1.eaf,LK,gibst
4370,kpv_izva/kpv_izva20090222SaamiKomi_Video1.eaf,MR-M-1971,haben
4350,kpv_izva/kpv_izva20090222SaamiKomi_Video1.eaf,MR-M-1971,hin?
4330,kpv_izva/kpv_izva20090222SaamiKomi_Video1.eaf,MR-M-1971,ich
4337,kpv_izva/kpv_izva20090222SaamiKomi_Video1.eaf,MR-M-1971,ich
6149,kpv_izva/kpv_izva20090222SaamiKomi_Video2.eaf,AAZ,-говорит
5385,kpv_izva/kpv_izva20090222SaamiKomi_Video2.eaf,AAZ,",ни"
6208,kpv_izva/kpv_izva20090222SaamiKomi_Video2.eaf,AAZ,"."""
5751,kpv_izva/kpv_izva20090222SaamiKomi_Video2.eaf,AAZ,"""."
6310,kpv_izva/kpv_izva20090222SaamiKomi_Video2.eaf,AAZ,"""Беломор"
6175,kpv_izva/kpv_izva20090222SaamiKomi_Video2.eaf,AAZ,(мен
6744,kpv_izva/kpv_izva20090222SaamiKomi_Video2.eaf,MR-M-1971,e..
6747,kpv_izva/kpv_izva20090222SaamiKomi_Video2.eaf,MR-M-1971,e..
6751,kpv_izva/kpv_izva20090222SaamiKomi_Video2.eaf,MR-M-1971,e..
6764,kpv_izva/kpv_izva20090222SaamiKomi_Video2.eaf,MR-M-1971,Ei
6750,kpv_izva/kpv_izva20090222SaamiKomi_Video2.eaf,MR-M-1971,et.
15280,kpv_izva/kpv_izva20120111VVF.eaf,VVF-F-1957,",заводитiс"
13746,kpv_izva/kpv_izva20120111VVF.eaf,VVF-F-1957,(ми
15863,kpv_izva/kpv_izva20120111VVF.eaf,MMU-F-19XX,[Laughter]
19097,kpv_izva/kpv_izva20140324-1businessman-lapel.eaf,OMT-M-1961,",каранторъя"
19398,kpv_izva/kpv_izva20140324-1businessman-lapel.eaf,OMT-M-1961,",тридцативосьмиквартирнэй"
17639,kpv_izva/kpv_izva20140324-1businessman-lapel.eaf,OMT-M-1961,"""Семён"
16726,kpv_izva/kpv_izva20140324-1businessman-lapel.eaf,OMT-M-1961,(сіе)
24857,kpv_izva/kpv_izva20140330-1FMV1-S2.eaf,VPC-M-1993,.…
23674,kpv_izva/kpv_izva20140330-1FMV1-S2.eaf,MVF-F-1984,"""Цезарь"""
26594,kpv_lit/kpv_lit19570000lytkin.eaf,VIL-M-1985,''горт
26826,kpv_lit/kpv_lit19570000lytkin.eaf,VIL-M-1985,''но
26658,kpv_lit/kpv_lit19570000lytkin.eaf,VIL-M-1985,''пӧжав
26772,kpv_lit/kpv_lit19570000lytkin.eaf,VIL-M-1985,''эн
27734,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"."""
28973,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"."""
29130,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"."""
30303,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"."""
37137,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"."""
27329,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"."""""""
30345,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"."""""""
34167,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,.вӧралісь
36095,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,'латі
30264,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""""ᴠа-усаыс"
30298,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""""борс"""""
37124,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""""важ"
27477,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""""мишка"
27712,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""""ошкыс"
28971,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""""сенька"
28315,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""""тайӧ"
27321,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""""татісь"
30344,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""""тюру"
30340,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""а"
37115,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""вӧдзӧ"
27316,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""и"
30255,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""и"
30297,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""кодлы"
29124,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""ме"
27706,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""пондісны"
28966,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""силан-кылыс"
28303,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""сійӧ"
27467,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,"""ыбӧс"
33816,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,~ногни
34991,kpv_udora/kpv_udo19420000SFOuVanejevMN.eaf,MNV-M-1908,~тшужӧ
41194,kpv_udora/kpv_udo19660900EVV-1-6-youre_fibbing.eaf,GIJ-M-1929,"""???"
41059,kpv_udora/kpv_udo19660900EVV-1-6-youre_fibbing.eaf,GIJ-M-1929,"""вай"
41133,kpv_udora/kpv_udo19660900EVV-1-6-youre_fibbing.eaf,GIJ-M-1929,"""вай"
41111,kpv_udora/kpv_udo19660900EVV-1-6-youre_fibbing.eaf,GIJ-M-1929,"""висьталан-кӧ"
41093,kpv_udora/kpv_udo19660900EVV-1-6-youre_fibbing.eaf,GIJ-M-1929,"""лок"
41487,kpv_udora/kpv_udo19660900EVV-1-6-youre_fibbing.eaf,GIJ-M-1929,"""но"
41072,kpv_udora/kpv_udo19660900EVV-1-6-youre_fibbing.eaf,GIJ-M-1929,"""но-ко"
41237,kpv_udora/kpv_udo19660900EVV-1-6-youre_fibbing.eaf,GIJ-M-1929,"""спаситӧ"
41491,kpv_udora/kpv_udo19660900EVV-1-6-youre_fibbing.eaf,GIJ-M-1929,"""сэтшӧм"
41123,kpv_udora/kpv_udo19660900EVV-1-6-youre_fibbing.eaf,GIJ-M-1929,"""тэ"
41441,kpv_udora/kpv_udo19660900EVV-1-6-youre_fibbing.eaf,GIJ-M-1929,"""часлы"
41499,kpv_udora/kpv_udo19660900EVV-1-6-youre_fibbing.eaf,GIJ-M-1929,"""ылӧдлан"","
41481,kpv_udora/kpv_udo19660900EVV-1-6-youre_fibbing.eaf,GIJ-M-1929,"""э"
41697,kpv_udora/kpv_udo19660925EVV-Zina.eaf,@EVV-M-1933,[Hungarian
41686,kpv_udora/kpv_udo19660925EVV-Zina.eaf,@EVV-M-1933,[Introduction
41689,kpv_udora/kpv_udo19660925EVV-Zina.eaf,@EVV-M-1933,[Introduction
41522,kpv_udora/kpv_udo19660925EVV-Zina.eaf,ZXX-F-1960,[Technical
41688,kpv_udora/kpv_udo19660925EVV-Zina.eaf,@EVV-M-1933,Hungarian]
41691,kpv_udora/kpv_udo19660925EVV-Zina.eaf,@EVV-M-1933,Hungarian]
41687,kpv_udora/kpv_udo19660925EVV-Zina.eaf,@EVV-M-1933,in
41690,kpv_udora/kpv_udo19660925EVV-Zina.eaf,@EVV-M-1933,in
41698,kpv_udora/kpv_udo19660925EVV-Zina.eaf,@EVV-M-1933,introduction]
43857,kpv_udora/kpv_udo19660927EVV-2-18-my_fathers_stories.eaf,KPB-M-1929,.ӧ-
45119,kpv_udora/kpv_udo20120330SazinaJS-dream.eaf,JSS-F-1988,"""но"
45092,kpv_udora/kpv_udo20120330SazinaJS-dream.eaf,JSS-F-1988,"""ті"
54996,kpv_udora/kpv_udo20130804Bday_party-1-price_of_a_girl.eaf,IMS-M-1948,[LAUGHTER]
58412,kpv_udora/kpv_udo20130806ButyrevaNK-5.eaf,NKB-F-1935,[RUSSіAN
58527,kpv_udora/kpv_udo20130806ButyrevaNK-5.eaf,NKB-F-1935,[RUSSіAN
58530,kpv_udora/kpv_udo20130806ButyrevaNK-5.eaf,NKB-F-1935,[RUSSіAN
58532,kpv_udora/kpv_udo20130806ButyrevaNK-5.eaf,NKB-F-1935,[RUSSіAN
58534,kpv_udora/kpv_udo20130806ButyrevaNK-5.eaf,NKB-F-1935,[RUSSіAN
